user_id,interests,skills,interest_weights,skill_weights,experience_level,preferred_language,region,preferred_formats,freshness_preference,breaking_affinity,source_loyalty_weights,onboarding_completed_at
user_0196,cybersecurity|fintech|policy|product|web,analytics|critical_thinking|javascript|leadership,"{""cybersecurity"":1.4569,""fintech"":1.6452,""policy"":1.6242,""product"":0.8139,""web"":1.6687}","{""analytics"":1.2554,""critical_thinking"":1.2089,""javascript"":1.3767,""leadership"":0.9547}",junior,es,APAC,explainer|newsletter,1.0311,1.0914,"{""Builder Weekly"":1.4001,""Campus Pulse"":1.0197,""Policy Radar"":1.2255}",2026-01-17T01:00:00
user_0197,ai|fintech|research,design_thinking|machine_learning|prompt_engineering,"{""ai"":1.4703,""fintech"":1.4554,""research"":0.8555}","{""design_thinking"":0.7003,""machine_learning"":1.6193,""prompt_engineering"":1.4125}",senior,es,APAC,analysis|explainer|newsletter,1.0135,1.0487,"{""Builder Weekly"":1.024,""Lab Chronicle"":1.3769,""Policy Radar"":1.1348,""TechWire"":1.1364}",2025-11-23T19:00:00
user_0198,data|policy|science,data_literacy|figma|javascript|leadership|react,"{""data"":1.415,""policy"":1.0849,""science"":1.5273}","{""data_literacy"":1.3175,""figma"":0.7724,""javascript"":0.9639,""leadership"":1.7861,""react"":1.2304}",senior,en,APAC,analysis|briefing|newsletter,1.4242,0.996,"{""Campus Pulse"":1.1811,""Policy Radar"":1.234,""Security Brief"":1.4074,""Startup Signal"":1.0496}",2026-03-10T03:00:00
user_0199,data|policy|product|science|web,analytics|react,"{""data"":0.8117,""policy"":0.9652,""product"":1.3226,""science"":1.3184,""web"":0.7804}","{""analytics"":1.3991,""react"":0.9452}",newcomer,en,EU,briefing|live_blog,0.9934,1.333,"{""Builder Weekly"":1.1309,""Campus Pulse"":1.1902,""Startup Signal"":1.168}",2026-01-26T20:00:00
user_0200,cybersecurity|design|web,data_literacy|git,"{""cybersecurity"":1.1341,""design"":1.3779,""web"":1.0253}","{""data_literacy"":0.6635,""git"":1.0334}",mid,ru,LATAM,live_blog|newsletter,1.0372,1.4682,"{""Builder Weekly"":1.3323,""Campus Pulse"":1.2494,""Security Brief"":1.0336,""Startup Signal"":1.1113}",2026-02-08T15:00:00
user_0201,climate|cybersecurity|fintech|product|research,data_literacy|machine_learning,"{""climate"":0.9455,""cybersecurity"":1.4677,""fintech"":1.0826,""product"":1.617,""research"":0.8212}","{""data_literacy"":0.8615,""machine_learning"":1.2041}",junior,es,APAC,explainer|newsletter,1.0612,1.3374,"{""Campus Pulse"":1.0156,""Global Science Desk"":0.9587}",2025-11-30T22:00:00
user_0202,ai|climate|cybersecurity|design|science,data_literacy|python|sql,"{""ai"":1.3724,""climate"":0.9728,""cybersecurity"":0.8703,""design"":1.6802,""science"":1.096}","{""data_literacy"":1.5156,""python"":0.7341,""sql"":0.6226}",newcomer,en,MENA,analysis|briefing,0.8497,1.3174,"{""Policy Radar"":1.0095,""TechWire"":1.0765}",2025-12-05T09:00:00
user_0203,cybersecurity|data|research|robotics,analytics|critical_thinking|data_literacy|figma,"{""cybersecurity"":1.6462,""data"":1.0152,""research"":0.8186,""robotics"":1.1757}","{""analytics"":1.4743,""critical_thinking"":0.8902,""data_literacy"":1.2843,""figma"":0.7189}",mid,en,US,analysis|live_blog,1.1781,1.3516,"{""Builder Weekly"":0.9993,""TechWire"":1.057}",2025-12-15T18:00:00
user_0204,climate|cybersecurity|policy|robotics,design_thinking|javascript|machine_learning|sql,"{""climate"":0.8889,""cybersecurity"":0.7685,""policy"":1.6838,""robotics"":0.7798}","{""design_thinking"":0.7324,""javascript"":0.7631,""machine_learning"":1.5147,""sql"":1.4457}",junior,en,US,explainer|live_blog,1.3153,1.4649,"{""Global Science Desk"":1.1785,""Lab Chronicle"":1.3181}",2026-01-03T23:00:00
user_0205,climate|data|mobile|policy|web,analytics|data_literacy|leadership|public_speaking,"{""climate"":1.3557,""data"":1.0662,""mobile"":1.1988,""policy"":1.3603,""web"":0.7752}","{""analytics"":1.0738,""data_literacy"":1.434,""leadership"":1.7731,""public_speaking"":1.4897}",mid,es,EU,analysis|live_blog,1.0089,1.3565,"{""Policy Radar"":1.0114,""Security Brief"":1.3691,""Startup Signal"":1.3126}",2025-12-08T16:00:00
user_0206,fintech|mobile|policy|research|robotics|startups,critical_thinking|data_literacy|leadership|react,"{""fintech"":0.7783,""mobile"":1.1638,""policy"":0.8924,""research"":1.6395,""robotics"":0.6812,""startups"":1.4247}","{""critical_thinking"":1.5964,""data_literacy"":1.1978,""leadership"":0.6321,""react"":0.8149}",mid,ru,LATAM,briefing|live_blog,1.1734,1.1791,"{""Global Science Desk"":1.183,""Security Brief"":1.0968}",2025-12-01T19:00:00
user_0207,ai|mobile|startups,javascript|leadership,"{""ai"":0.9803,""mobile"":1.0452,""startups"":1.1326}","{""javascript"":0.6394,""leadership"":1.268}",senior,es,LATAM,explainer|newsletter,1.2266,1.167,"{""Builder Weekly"":1.1445,""Startup Signal"":1.332}",2026-01-13T19:00:00
user_0208,ai|design|mobile|product,git|javascript|prompt_engineering|public_speaking|sql,"{""ai"":1.4548,""design"":0.9487,""mobile"":0.7145,""product"":1.27}","{""git"":0.7538,""javascript"":1.0397,""prompt_engineering"":1.5715,""public_speaking"":1.3008,""sql"":1.5182}",newcomer,ru,MENA,explainer|live_blog,1.2444,1.5238,"{""Global Science Desk"":1.2806,""Lab Chronicle"":1.0738,""TechWire"":1.274}",2025-11-24T03:00:00
user_0209,ai|cybersecurity|fintech,analytics|javascript|leadership|public_speaking,"{""ai"":1.2465,""cybersecurity"":1.5965,""fintech"":0.9299}","{""analytics"":1.4352,""javascript"":1.3056,""leadership"":1.7829,""public_speaking"":1.0533}",newcomer,en,APAC,briefing|explainer,1.5271,0.9215,"{""Lab Chronicle"":1.3557,""Policy Radar"":1.2837,""Security Brief"":1.0333,""Startup Signal"":1.0998}",2025-11-27T19:00:00
user_0210,ai|design|startups|web,critical_thinking|design_thinking|prompt_engineering|python|react,"{""ai"":0.7495,""design"":1.0037,""startups"":0.7206,""web"":1.4912}","{""critical_thinking"":1.1703,""design_thinking"":0.8517,""prompt_engineering"":1.5548,""python"":1.3818,""react"":0.9622}",junior,ru,MENA,analysis|explainer|newsletter,1.447,1.2403,"{""Builder Weekly"":1.0403,""Security Brief"":0.9593,""Startup Signal"":1.3017}",2025-12-20T13:00:00
user_0211,ai|design|mobile|product|research|robotics,data_literacy|git|leadership,"{""ai"":0.9024,""design"":1.4338,""mobile"":1.4538,""product"":1.5363,""research"":1.0808,""robotics"":1.5532}","{""data_literacy"":1.6934,""git"":1.3607,""leadership"":1.6152}",senior,en,LATAM,analysis|live_blog,1.1481,1.2259,"{""Campus Pulse"":1.046,""Policy Radar"":1.0728,""TechWire"":1.3636}",2026-01-19T16:00:00
user_0212,cybersecurity|data|design,analytics|figma|react,"{""cybersecurity"":1.3416,""data"":0.8348,""design"":1.5451}","{""analytics"":1.7565,""figma"":1.183,""react"":0.6239}",newcomer,es,US,briefing|live_blog|newsletter,1.4321,0.9506,"{""Builder Weekly"":1.3929,""Global Science Desk"":1.1484,""Security Brief"":1.3699}",2026-01-07T15:00:00
user_0213,climate|data|policy|research|startups,git|javascript|prompt_engineering|python,"{""climate"":1.4961,""data"":1.4312,""policy"":1.6323,""research"":0.8789,""startups"":0.7622}","{""git"":0.8569,""javascript"":0.9295,""prompt_engineering"":1.0901,""python"":1.6355}",mid,en,APAC,briefing|explainer|live_blog,1.0722,1.3583,"{""Builder Weekly"":1.4317,""Campus Pulse"":1.3897,""Security Brief"":1.4185}",2026-03-12T16:00:00
user_0214,robotics|science|web,python|react,"{""robotics"":1.3552,""science"":0.9156,""web"":1.0539}","{""python"":1.3667,""react"":1.4407}",junior,es,US,explainer|newsletter,1.3675,1.0028,"{""Global Science Desk"":1.1004,""Lab Chronicle"":1.4182}",2026-01-17T16:00:00
user_0215,ai|mobile|robotics|startups|web,critical_thinking|leadership|python|sql,"{""ai"":1.4238,""mobile"":1.6228,""robotics"":0.9994,""startups"":1.0935,""web"":1.6145}","{""critical_thinking"":0.7205,""leadership"":0.7924,""python"":0.9132,""sql"":0.6796}",junior,en,APAC,briefing|explainer|newsletter,0.8831,0.9622,"{""Builder Weekly"":0.9515,""Campus Pulse"":1.05,""Lab Chronicle"":1.1028,""Policy Radar"":1.2379}",2025-11-26T17:00:00
user_0216,cybersecurity|design|fintech|policy|science|startups,git|prompt_engineering|public_speaking,"{""cybersecurity"":1.4895,""design"":0.8586,""fintech"":1.0852,""policy"":0.841,""science"":1.5702,""startups"":1.642}","{""git"":1.6612,""prompt_engineering"":0.8694,""public_speaking"":1.7377}",junior,es,APAC,briefing|explainer,1.2635,1.2603,"{""Builder Weekly"":1.3759,""Startup Signal"":0.9749}",2026-03-04T01:00:00
user_0217,ai|climate|product|research,critical_thinking|leadership|public_speaking|react|sql,"{""ai"":0.8857,""climate"":0.8633,""product"":1.6434,""research"":1.5041}","{""critical_thinking"":0.9194,""leadership"":1.4957,""public_speaking"":1.0585,""react"":1.1176,""sql"":0.8479}",senior,en,LATAM,analysis|explainer,0.9862,1.2455,"{""Lab Chronicle"":1.4381,""Security Brief"":1.0677,""TechWire"":1.1755}",2026-03-05T12:00:00
user_0218,cybersecurity|data|fintech|mobile|robotics|science,critical_thinking|figma|prompt_engineering|public_speaking|python,"{""cybersecurity"":1.2348,""data"":0.7047,""fintech"":1.6276,""mobile"":1.1445,""robotics"":1.022,""science"":1.2867}","{""critical_thinking"":1.4049,""figma"":1.5627,""prompt_engineering"":1.4515,""public_speaking"":1.5718,""python"":0.6064}",senior,en,MENA,briefing|explainer|live_blog,0.8672,1.3537,"{""Campus Pulse"":1.0349,""Lab Chronicle"":1.1964,""Startup Signal"":1.1196,""TechWire"":1.184}",2026-02-25T04:00:00
user_0219,ai|cybersecurity|fintech,figma|git|javascript|python|sql,"{""ai"":0.9471,""cybersecurity"":1.5708,""fintech"":1.2936}","{""figma"":1.5139,""git"":0.9165,""javascript"":0.9756,""python"":1.6712,""sql"":0.9787}",senior,es,EU,analysis|briefing|newsletter,1.3295,1.121,"{""Campus Pulse"":0.9679,""Policy Radar"":1.0801}",2026-03-09T22:00:00
user_0220,policy|product|robotics|science|web,python|sql,"{""policy"":1.5602,""product"":0.7798,""robotics"":0.7483,""science"":1.5616,""web"":0.8397}","{""python"":0.802,""sql"":1.2105}",senior,en,APAC,briefing|newsletter,1.311,1.3285,"{""Campus Pulse"":1.3341,""Lab Chronicle"":1.2885,""Policy Radar"":1.3937,""TechWire"":0.963}",2026-01-26T18:00:00
user_0221,cybersecurity|fintech|web,critical_thinking|leadership,"{""cybersecurity"":1.5222,""fintech"":1.3425,""web"":1.1268}","{""critical_thinking"":1.7462,""leadership"":1.313}",newcomer,en,US,analysis|briefing|live_blog,1.2104,1.2619,"{""Lab Chronicle"":1.3491,""Startup Signal"":1.3219}",2026-01-23T04:00:00
user_0222,climate|data|mobile|startups,design_thinking|sql,"{""climate"":0.8211,""data"":1.4685,""mobile"":0.9492,""startups"":1.4402}","{""design_thinking"":1.3849,""sql"":0.7447}",senior,en,MENA,analysis|explainer|newsletter,1.2503,0.8267,"{""Campus Pulse"":1.0499,""Global Science Desk"":1.1727,""Lab Chronicle"":1.144,""Startup Signal"":1.0842}",2025-12-02T01:00:00
user_0223,climate|mobile|robotics|web,git|machine_learning,"{""climate"":1.6719,""mobile"":1.3603,""robotics"":1.33,""web"":1.3993}","{""git"":1.7168,""machine_learning"":1.2327}",newcomer,ru,US,briefing|explainer|newsletter,1.1208,1.2333,"{""Campus Pulse"":1.2922,""Global Science Desk"":1.1002,""Startup Signal"":1.0743}",2026-03-09T20:00:00
user_0224,mobile|product|startups,leadership|public_speaking,"{""mobile"":1.4063,""product"":1.5035,""startups"":1.0232}","{""leadership"":1.3027,""public_speaking"":1.5224}",senior,en,MENA,analysis|explainer,1.2404,1.1367,"{""Campus Pulse"":1.3884,""Policy Radar"":1.0988}",2025-12-26T04:00:00
user_0225,cybersecurity|data|science|startups|web,prompt_engineering|python,"{""cybersecurity"":0.9223,""data"":1.3571,""science"":1.1055,""startups"":0.6688,""web"":1.0647}","{""prompt_engineering"":0.616,""python"":1.387}",junior,en,MENA,explainer|live_blog|newsletter,1.5279,1.4802,"{""Global Science Desk"":1.0125,""Lab Chronicle"":0.9569,""Security Brief"":1.006,""TechWire"":0.9579}",2026-01-12T16:00:00
user_0226,data|mobile|robotics|web,critical_thinking|figma|leadership,"{""data"":0.8056,""mobile"":1.093,""robotics"":0.7723,""web"":1.5975}","{""critical_thinking"":1.4865,""figma"":1.1343,""leadership"":1.1821}",mid,en,MENA,analysis|live_blog,1.1718,1.2419,"{""Global Science Desk"":1.0013,""Lab Chronicle"":1.3738,""Security Brief"":1.1659,""TechWire"":1.1578}",2026-03-10T21:00:00
user_0227,data|policy|product|research|science|web,analytics|machine_learning,"{""data"":1.0931,""policy"":0.9816,""product"":0.7167,""research"":1.5875,""science"":1.088,""web"":1.147}","{""analytics"":1.1937,""machine_learning"":1.7268}",senior,en,MENA,analysis|live_blog,1.2516,1.4661,"{""Global Science Desk"":1.0661,""Lab Chronicle"":1.0599,""Policy Radar"":1.4045,""Security Brief"":1.1196}",2026-02-27T03:00:00
user_0228,cybersecurity|fintech|mobile|policy|robotics|startups,figma|python|react,"{""cybersecurity"":0.7405,""fintech"":1.157,""mobile"":0.832,""policy"":0.8141,""robotics"":1.1668,""startups"":1.4832}","{""figma"":1.7317,""python"":1.1925,""react"":0.8817}",newcomer,en,US,explainer|live_blog|newsletter,1.4051,1.0371,"{""Global Science Desk"":1.3797,""Lab Chronicle"":1.2017}",2025-12-26T05:00:00
user_0229,data|policy|product,analytics|git|react|sql,"{""data"":1.4586,""policy"":1.2349,""product"":1.5911}","{""analytics"":1.6241,""git"":1.6484,""react"":1.3251,""sql"":0.725}",senior,en,MENA,briefing|live_blog|newsletter,1.0712,1.3691,"{""Campus Pulse"":1.2037,""Global Science Desk"":1.0335,""Startup Signal"":1.009,""TechWire"":1.0527}",2025-12-07T20:00:00
user_0230,climate|cybersecurity|fintech|research|robotics|science,critical_thinking|design_thinking|leadership,"{""climate"":1.6681,""cybersecurity"":1.4577,""fintech"":0.6569,""research"":1.5266,""robotics"":1.1473,""science"":0.9511}","{""critical_thinking"":0.8055,""design_thinking"":0.9192,""leadership"":1.4582}",mid,en,EU,explainer|newsletter,1.4735,1.5591,"{""Global Science Desk"":1.1644,""Lab Chronicle"":1.409}",2026-03-11T22:00:00
user_0231,ai|product|science|startups,critical_thinking|git,"{""ai"":0.9805,""product"":1.681,""science"":0.8225,""startups"":0.7145}","{""critical_thinking"":1.511,""git"":1.3922}",mid,ru,APAC,live_blog|newsletter,1.4819,0.7567,"{""Builder Weekly"":1.2268,""Global Science Desk"":1.1022,""Security Brief"":1.3213}",2026-01-06T17:00:00
user_0232,mobile|policy|robotics|science,machine_learning|prompt_engineering|react,"{""mobile"":1.3346,""policy"":1.3823,""robotics"":1.5821,""science"":1.4706}","{""machine_learning"":1.0854,""prompt_engineering"":0.8368,""react"":0.9618}",mid,en,LATAM,analysis|briefing|live_blog,0.8176,1.5068,"{""Security Brief"":1.1204,""Startup Signal"":1.2678}",2026-02-13T03:00:00
user_0233,ai|climate|design|fintech|product|science,analytics|critical_thinking|public_speaking|sql,"{""ai"":1.1212,""climate"":1.2511,""design"":0.6555,""fintech"":1.0059,""product"":0.8979,""science"":1.433}","{""analytics"":1.2979,""critical_thinking"":1.4576,""public_speaking"":1.725,""sql"":1.3986}",junior,es,EU,explainer|live_blog|newsletter,1.3839,1.1362,"{""Builder Weekly"":1.3188,""Lab Chronicle"":1.0026,""Policy Radar"":1.2082,""Startup Signal"":1.0463}",2025-12-13T23:00:00
user_0234,ai|climate|cybersecurity|mobile|policy|web,critical_thinking|git|leadership,"{""ai"":1.3607,""climate"":1.0729,""cybersecurity"":1.2369,""mobile"":1.4678,""policy"":1.5656,""web"":1.2635}","{""critical_thinking"":1.3638,""git"":1.7958,""leadership"":1.4268}",junior,es,MENA,analysis|newsletter,1.1416,0.7777,"{""Builder Weekly"":1.2066,""Campus Pulse"":1.2146,""Security Brief"":1.2972}",2026-01-03T01:00:00
user_0235,climate|mobile|research,git|prompt_engineering,"{""climate"":0.9541,""mobile"":1.1989,""research"":0.7736}","{""git"":0.9659,""prompt_engineering"":1.0494}",mid,en,US,analysis|explainer,1.1666,0.854,"{""Lab Chronicle"":1.0578,""Startup Signal"":1.3596}",2026-03-07T11:00:00
user_0236,design|fintech|policy|research|startups|web,data_literacy|leadership|prompt_engineering|public_speaking|python,"{""design"":1.18,""fintech"":1.134,""policy"":1.1224,""research"":1.1215,""startups"":1.5597,""web"":0.9915}","{""data_literacy"":1.5598,""leadership"":1.3974,""prompt_engineering"":1.0916,""public_speaking"":0.8794,""python"":1.0745}",newcomer,en,MENA,analysis|briefing|live_blog,0.8639,1.5619,"{""Security Brief"":1.2726,""Startup Signal"":1.272}",2026-01-01T20:00:00
user_0237,ai|policy|product|startups,machine_learning|public_speaking,"{""ai"":0.8387,""policy"":0.6699,""product"":1.4761,""startups"":0.9076}","{""machine_learning"":1.4467,""public_speaking"":1.6652}",newcomer,en,APAC,analysis|briefing|explainer,1.1959,1.0747,"{""Builder Weekly"":1.0403,""Policy Radar"":0.962}",2026-03-01T09:00:00
user_0238,cybersecurity|design|startups|web,data_literacy|figma,"{""cybersecurity"":1.6498,""design"":1.3625,""startups"":0.7119,""web"":1.6592}","{""data_literacy"":0.8177,""figma"":1.456}",senior,en,US,analysis|explainer|newsletter,0.9774,1.1823,"{""Global Science Desk"":0.9759,""Security Brief"":1.0698,""TechWire"":1.2485}",2026-03-01T04:00:00
user_0239,fintech|policy|product,analytics|critical_thinking|design_thinking|javascript|leadership,"{""fintech"":1.6094,""policy"":0.6696,""product"":1.2318}","{""analytics"":1.3034,""critical_thinking"":0.7218,""design_thinking"":1.5156,""javascript"":1.3819,""leadership"":0.7507}",senior,en,MENA,analysis|newsletter,1.2032,1.1102,"{""Builder Weekly"":1.4427,""Startup Signal"":1.341}",2026-03-10T12:00:00
user_0240,ai|cybersecurity|design|research|robotics|web,figma|leadership,"{""ai"":1.2778,""cybersecurity"":1.5315,""design"":1.0492,""research"":1.019,""robotics"":1.3138,""web"":1.2644}","{""figma"":1.2124,""leadership"":0.6546}",mid,ru,APAC,briefing|live_blog,0.9581,1.1791,"{""Campus Pulse"":1.3125,""Global Science Desk"":1.4494,""Security Brief"":1.3891}",2025-11-21T15:00:00
user_0241,design|policy|robotics|science|startups,git|public_speaking|react,"{""design"":0.8712,""policy"":1.6569,""robotics"":0.9949,""science"":1.6097,""startups"":0.7904}","{""git"":1.7067,""public_speaking"":1.3305,""react"":0.6051}",senior,en,EU,analysis|explainer|newsletter,0.8926,1.5762,"{""Builder Weekly"":1.2193,""Campus Pulse"":1.3963,""Global Science Desk"":1.358,""TechWire"":1.1726}",2025-11-29T17:00:00
user_0242,ai|climate|cybersecurity|mobile|science,analytics|design_thinking|git|leadership|react,"{""ai"":1.4303,""climate"":1.4463,""cybersecurity"":1.3646,""mobile"":1.3947,""science"":0.8511}","{""analytics"":1.5795,""design_thinking"":1.3503,""git"":1.5701,""leadership"":0.8654,""react"":1.7761}",junior,es,US,analysis|briefing|explainer,1.1705,1.219,"{""Global Science Desk"":1.385,""TechWire"":1.2346}",2026-03-06T18:00:00
user_0243,climate|cybersecurity|design|science,figma|machine_learning|python,"{""climate"":0.8514,""cybersecurity"":1.3619,""design"":1.6915,""science"":1.3776}","{""figma"":1.2395,""machine_learning"":0.9035,""python"":1.2721}",newcomer,en,MENA,explainer|live_blog,0.8326,1.363,"{""Builder Weekly"":1.2091,""Startup Signal"":1.1978,""TechWire"":1.2086}",2026-02-07T23:00:00
user_0244,ai|climate|data|fintech|mobile|web,design_thinking|python,"{""ai"":1.677,""climate"":1.095,""data"":0.7282,""fintech"":0.9125,""mobile"":0.8227,""web"":0.9763}","{""design_thinking"":1.3512,""python"":0.7161}",senior,en,US,analysis|briefing|live_blog,0.8547,1.26,"{""Lab Chronicle"":1.3608,""Policy Radar"":1.2098,""TechWire"":1.0684}",2025-12-08T09:00:00
user_0245,ai|climate|mobile|research|robotics|startups,critical_thinking|data_literacy|python|sql,"{""ai"":0.7151,""climate"":1.4925,""mobile"":0.7075,""research"":1.2913,""robotics"":1.1034,""startups"":0.7569}","{""critical_thinking"":0.6669,""data_literacy"":0.6626,""python"":1.6199,""sql"":1.082}",senior,ru,MENA,briefing|newsletter,1.5032,1.4155,"{""Global Science Desk"":1.39,""Policy Radar"":1.2596,""Security Brief"":1.1198}",2026-01-08T02:00:00
user_0246,ai|climate|research|web,prompt_engineering|react,"{""ai"":1.5328,""climate"":1.5996,""research"":0.7823,""web"":1.1843}","{""prompt_engineering"":1.0265,""react"":1.1777}",junior,ru,EU,analysis|briefing,1.2888,1.0541,"{""Lab Chronicle"":1.2423,""Security Brief"":1.2066}",2026-02-24T21:00:00
user_0247,ai|design|fintech|research|startups,analytics|design_thinking|machine_learning,"{""ai"":1.5101,""design"":1.2374,""fintech"":0.7073,""research"":1.011,""startups"":1.6753}","{""analytics"":1.3687,""design_thinking"":0.8415,""machine_learning"":0.6821}",junior,en,MENA,explainer|live_blog|newsletter,1.1719,1.532,"{""Builder Weekly"":1.1143,""Lab Chronicle"":1.0024,""Policy Radar"":1.3881,""Startup Signal"":1.4053}",2025-12-17T05:00:00
user_0248,data|fintech|mobile|policy|research|startups,analytics|data_literacy|javascript,"{""data"":1.031,""fintech"":0.7274,""mobile"":0.6815,""policy"":0.7709,""research"":0.9551,""startups"":0.8541}","{""analytics"":1.3028,""data_literacy"":1.5186,""javascript"":0.6527}",senior,en,EU,analysis|explainer|newsletter,0.8157,1.3258,"{""Campus Pulse"":1.0393,""Lab Chronicle"":0.9607,""Security Brief"":1.3714,""Startup Signal"":1.4053}",2025-12-22T09:00:00
user_0249,data|design|fintech|policy|web,data_literacy|machine_learning|prompt_engineering|public_speaking,"{""data"":1.5757,""design"":1.5723,""fintech"":0.7186,""policy"":0.8017,""web"":1.6204}","{""data_literacy"":1.5539,""machine_learning"":0.83,""prompt_engineering"":1.0538,""public_speaking"":1.0491}",senior,en,EU,analysis|newsletter,1.1812,1.2465,"{""Campus Pulse"":1.0736,""Global Science Desk"":1.2647,""Lab Chronicle"":1.09,""Startup Signal"":1.0132}",2026-02-16T13:00:00
user_0250,policy|robotics|startups,data_literacy|machine_learning,"{""policy"":1.0575,""robotics"":1.5765,""startups"":1.4387}","{""data_literacy"":1.0491,""machine_learning"":1.2227}",senior,en,LATAM,analysis|explainer|newsletter,0.9639,1.1113,"{""Builder Weekly"":1.0536,""Global Science Desk"":1.3974,""Startup Signal"":1.176,""TechWire"":1.0672}",2026-01-01T07:00:00
user_0251,climate|cybersecurity|design|product|science,design_thinking|git|leadership|machine_learning,"{""climate"":1.2632,""cybersecurity"":1.1385,""design"":1.3022,""product"":1.0974,""science"":1.1409}","{""design_thinking"":1.0907,""git"":1.5654,""leadership"":0.9804,""machine_learning"":1.0588}",junior,en,EU,briefing|live_blog|newsletter,0.8287,0.9203,"{""Campus Pulse"":1.4133,""Global Science Desk"":0.9992,""Lab Chronicle"":0.9857}",2025-12-19T02:00:00
user_0252,data|design|robotics|science|web,python|react|sql,"{""data"":1.4268,""design"":1.608,""robotics"":0.659,""science"":0.9644,""web"":1.5134}","{""python"":1.5398,""react"":1.0846,""sql"":1.0869}",senior,en,US,analysis|explainer|newsletter,1.1869,1.4181,"{""Builder Weekly"":1.3246,""Policy Radar"":1.1872}",2025-12-12T22:00:00
user_0253,climate|data|fintech|mobile|startups,analytics|design_thinking|leadership|machine_learning|react,"{""climate"":1.0434,""data"":1.2564,""fintech"":0.7848,""mobile"":1.6405,""startups"":0.6602}","{""analytics"":1.5725,""design_thinking"":1.6012,""leadership"":1.0078,""machine_learning"":1.103,""react"":1.4229}",senior,en,APAC,briefing|live_blog|newsletter,1.2261,1.4293,"{""Campus Pulse"":1.4386,""Lab Chronicle"":1.4471}",2026-01-26T06:00:00
user_0254,climate|data|mobile|policy|product|web,figma|leadership|prompt_engineering|public_speaking,"{""climate"":0.7479,""data"":0.7595,""mobile"":1.2306,""policy"":0.6837,""product"":1.3735,""web"":1.163}","{""figma"":0.824,""leadership"":0.6834,""prompt_engineering"":1.7556,""public_speaking"":0.9406}",senior,en,APAC,briefing|explainer,0.8831,1.206,"{""Campus Pulse"":1.3799,""Lab Chronicle"":1.1554,""TechWire"":1.0285}",2025-12-10T10:00:00
user_0255,cybersecurity|data|design|mobile|startups|web,data_literacy|figma|prompt_engineering|python|react,"{""cybersecurity"":0.8631,""data"":1.4026,""design"":1.1319,""mobile"":0.8618,""startups"":1.6906,""web"":1.118}","{""data_literacy"":1.5895,""figma"":1.3258,""prompt_engineering"":0.8962,""python"":0.9947,""react"":1.2831}",senior,en,MENA,briefing|live_blog,0.9347,1.2751,"{""Builder Weekly"":1.1455,""Global Science Desk"":1.3617,""Lab Chronicle"":1.3749,""Security Brief"":1.1575}",2026-01-16T00:00:00
user_0256,climate|mobile|research|science,data_literacy|design_thinking,"{""climate"":0.9375,""mobile"":1.3095,""research"":0.9565,""science"":1.6121}","{""data_literacy"":1.4377,""design_thinking"":1.4669}",newcomer,en,MENA,analysis|briefing|newsletter,1.1382,0.9649,"{""Campus Pulse"":1.3333,""Startup Signal"":1.113}",2026-01-15T12:00:00
user_0257,robotics|science|web,design_thinking|git|javascript|python|sql,"{""robotics"":1.0665,""science"":0.6613,""web"":0.7704}","{""design_thinking"":1.7006,""git"":0.9925,""javascript"":1.4984,""python"":1.1817,""sql"":0.6819}",senior,en,EU,analysis|explainer|newsletter,1.0206,1.2045,"{""Global Science Desk"":0.959,""Lab Chronicle"":1.0003}",2026-02-22T10:00:00
user_0258,cybersecurity|design|robotics,analytics|data_literacy|design_thinking|git|machine_learning,"{""cybersecurity"":0.877,""design"":1.3816,""robotics"":1.5283}","{""analytics"":1.5738,""data_literacy"":1.3692,""design_thinking"":1.4597,""git"":1.6764,""machine_learning"":1.0687}",newcomer,en,US,briefing|explainer,0.812,0.7738,"{""Lab Chronicle"":1.4044,""Policy Radar"":1.05}",2026-01-31T06:00:00
user_0259,climate|data|robotics,analytics|data_literacy|python,"{""climate"":1.0865,""data"":0.7631,""robotics"":0.9935}","{""analytics"":1.2745,""data_literacy"":0.8275,""python"":0.8485}",senior,en,MENA,analysis|newsletter,1.0372,1.0808,"{""Builder Weekly"":1.0368,""Lab Chronicle"":1.1511}",2026-02-15T10:00:00
user_0260,ai|climate|fintech|research|robotics,figma|javascript|prompt_engineering,"{""ai"":1.1746,""climate"":1.69,""fintech"":1.3982,""research"":1.4808,""robotics"":1.6183}","{""figma"":1.283,""javascript"":0.9023,""prompt_engineering"":0.7137}",newcomer,en,MENA,analysis|live_blog,1.1833,1.3805,"{""Builder Weekly"":0.9838,""Global Science Desk"":0.9588,""Policy Radar"":1.4061,""Security Brief"":1.1745}",2026-02-14T12:00:00
user_0261,data|design|science,analytics|critical_thinking|design_thinking|prompt_engineering|react,"{""data"":0.7944,""design"":1.1737,""science"":0.8621}","{""analytics"":1.0509,""critical_thinking"":1.3704,""design_thinking"":0.8857,""prompt_engineering"":1.4704,""react"":1.7863}",junior,en,LATAM,live_blog|newsletter,0.9544,0.796,"{""Lab Chronicle"":1.3253,""Policy Radar"":1.0645,""Startup Signal"":1.3164,""TechWire"":1.1214}",2025-12-02T15:00:00
